112	57	69	1,76
113	58	70	1,76
114	59	72	1,75
115	60	73	1,75
116	60	75	1,74
117	61	76	1,74
118	62	78	1,75
119	63	80	1,77
120	64	81	1,8
121	64	83	1,83
122	65	85	1,87
123	66	86	1,9
124	67	88	1,93
125	68	90	1,96
126	69	91	1,98
127	69	93	2,01
128	70	95	2,03
129	71	97	2,06
130	72	99	2,08
131	73	101	2,12
132	74	103	2,15
133	75	105	2,18
134	75	107	2,2
135	76	109	2,23
136	77	111	2,25
137	78	113	2,28
138	79	115	2,3
139	80	117	2,33
140	81	119	2,37
141	82	121	2,4
142	82	123	2,43
143	83	126	2,46
144	84	128	2,49
145	85	130	2,52
146	86	133	2,56
147	87	135	2,59
148	88	137	2,61
149	89	140	2,65
150	90	142	2,71
151	91	145	
152	92	147	2,78
153	93	150	2,81
154	94	153	2,84
155	94	155	2,87
156	95	158	2,9
157	96	160	2,92
158	97	163	2,95
159	98	166	2,98
160	99	169	3,01
161	100	171	3,04
162	101	174	3,07
163	102	177	3,11
164	103	180	3,14
165	104	183	3,18
166	105	186	3,21
167	106	189	3,24
168	107	192	3,27
169	109	195	3,31
170	110	198	3,34
171	111	201	3,37
172	112	204	3,4
173	113	208	3,43
174	114	211	3,46
175	115	214	3,49
176	116	217	3,52
177	117	220	3,55
178			
179			
180			
181			
182			
183	123	241	3,72
184	124	244	3,75
185	248	3.7	
186	126	251	3,81
187			
188			
189			
190			
191			
192	133	273	3,95
193	134	277	3,96
194	135	280	3,97
195	136	284	3,97
196	137	288	3,96
197	138	291	3,96
198	139	295	3,95
199	140	298	3,94
200	141	302	3,92
201			
202			
203			
204			
205			
206	147	324	3,85
207	148	327	3,84
208	149	331	3,84
209	150	334	3,83
210	151	338	3,83
211	152	341	3,82
212	153	345	3,82
213	154	349	3,81
214	155	352	3,81
215	156	356	3,81
216	156	359	3,8
217	157	363	3,8
218	158	367	3,8
219	159	370	3,8
220	160	374	3,8
221	161	377	3,8
222	162	381	3,79
223	162	385	3,79
224	163	388	3,79
225	164	392	3,78
226	165	395	3,78
227	166	399	3,78
228	167	403	3,78
229	167	406	3,78
230	168	410	3,78
231	169	413	3,78
232	170	417	3,77
233	170	421	3,77
234	171	424	3,77
235	172	428	3,77
236	173	431	3,77
237	174	435	3,77
238	174	439	3,76
239	175	442	3,76
240	176	446	3,76
241	176	449	3,76
242	177	453	3,76
243	178	456	3,76
244	178	460	3,76
245	179	464	3,76
246	180	467	3,77
247	181	471	3,78
248	181	475	3,79
249	182	478	3,81
250	183	482	3,83
251	183	486	3,85
252	184	489	3,87
253	185	493	3,89
254	185	497	3,91
255	186	501	3,94
256	187	505	3,97
257	187	509	4
258			
259	189	516	4,05
260	189	520	4,07
261	190	524	4,09
262	191	528	4,11
263	191	532	4,13
264	192	536	4,15
265	192	540	4,17
266	193	544	4,19
267	194	548	4,22
268	194	552	4,24
269	195	556	4,26
270	195	560	4,29
271	196	565	4,31
272	197	569	4,33
273	197	573	4,36
274	198	577	4,38
275	198	581	4,41
276	199	586	4,43
277	199	590	4,46
278	200	594	4,48
279	201	598	4,51
280	201	603	4,54
281	202	607	4,57
282	202	612	4,6
283	203	616	4,63
284	203	621	4,66
285	204	625	4,69
286	204	630	4,72
287	205	634	4,75
288	205	639	4,78
289	206	643	4,81
290	206	648	4,85
291	207	653	4,88
292	207	658	4,91
293	208	662	4,94
294	208	667	4,97
295	209	672	5,01
296	209	677	5,05
297	210	682	5,08
298	210	687	5,12
299	210	692	5,16
300	211	697	5,19
301	211	702	5,22
302	212	707	5,25
303	212	712	5,29
304	213	717	5,32
305	213	722	5,36
306	214	727	5,39
307	214	732	5,43
308	214	738	5,47
309	215	743	5,51
310	215	748	5,54
311	216	754	5,58
312	216	759	5,62
313	216	764	5,66
314	217	770	5,7
315	217	776	5,75
316	218	781	5,79
317	218	787	5,84
318	218	792	5,88
319	219	798	5,92
320	219	804	5,97
321			
322	220	815	6,05
323	220	821	6,09
324	220	827	6,14
325	221	833	6,18
326	221	839	6,22
327	221	845	6,26
328	222	851	6,31
329	222	857	6,35
330	223	863	6,4
331	223	870	6,45
332	223	876	6,5
333	224	882	6,56
334	224	888	6,61
335	225	895	6,66
336	225	901	6,71
337	225	908	6,76
338	225	914	6,81
339	226	921	6,86
340	226	927	6,91
341	226	934	6,96
342	227	941	7,01
343	227	948	7,06
344	227	954	7,11
345	228	961	7,17
346	228	968	7,22
347	228	975	7,27
348	229	982	7,32
349	229	989	7,38
350	229	996	7,43
351	230	1004	7,48
352	230	1011	7,53
353	230	1018	7,57
354	230	1025	7,57
355	231	1033	7,58
356	231	1040	7,58
357	231	1047	7,58
358	231	1055	7,58
359	232	1062	7,58
360	232	1069	7,58
361	232	1077	7,58
362	232	1084	7,58
363	233	1091	7,58
364	233	1098	7,58
365	233	1106	7,58
366	233	1113	7,58
367	233	1120	7,58
368	234	1128	7,58
369	234	1135	7,58
370	234	1142	7,58
371	234	1149	7,58
372	235	1157	7,58
373	235	1164	7,58
374	235	1171	7,58
375	235	1179	7,58
376	236	1186	7,58
377	236	1193	7,57
378	236	1201	7,57
379	236	1208	7,57
380	236	1215	7,57
381	237	1222	7,57
382	237	1230	7,57
383	237	1237	7,57
384	237	1244	7,57
385	238	1252	7,57
386	238	1259	7,57
387	238	1266	7,57
388	238	1273	7,57
389	238	1281	7,57
390	239	1288	7,57
391	1295		
392	239	1303	7,57
393	239	1310	7,57
394	239	1317	7,57
395	240	1325	7,57
396	240	1332	7,57
397	240	1339	7,57
398	240	1346	7,57
399	241	1354	7,57
400	241	1361	7,57
401	241	1368	7,57
402	241	1376	7,57
403	241	1383	7,57
404	242	1390	7,57
405	242	1397	7,57
406	242	1405	7,57
407	242	1412	7,57
408	242	1419	7,57
409	243	1427	7,57
410	243	1434	7,57
411	243	1441	7,57
412	243	1448	7,57
413	243	1456	7,57
414	244	1463	7,57
415	244	1470	7,57
416	244	1478	7,57
417	244	1485	7,57
418	244	1492	7,57
419	245	1499	7,57
420	245	1507	7,57
421	245	1514	7,57
422			
423			
424			
425			
426			
427	1558		
428	246	1565	7,57
429	247	1572	7,57
430	247	1579	7,57
431	1587	7,57	
432			
433			
434			
435			
436	248	1623	7,57
437	248	1630	7,57
438	248	1638	7,56
439	248	1645	7,56
440	249	1652	7,56
441	249	1660	7,56
442	249	1667	7,56
443	249	1674	7,56
444	249	1681	7,56
445	249	1689	7,56
446	250	1696	7,56
447	250	1703	7,56
448	250	1710	7,56
449	250	1718	7,56
450			
451			
452			
453			
454			
455	251	1761	7,56
456	251	1769	7,56
457	1776		
458	1783		
459	252	1790	7,56
460	252	1798	7,56
461	252	1805	7,56
462	252	1812	7,56
463	253	1820	7,56
464	253	1827	7,56
465	253	1834	7,56
466	253	1841	7,56
467	253	1849	7,56
468	253	1856	7,56
469	254	1863	7,56
470	254	1870	7,56
471	254	1878	7,56
472	254	1885	7,56
473	254	1892	7,56
474	254	1900	7,56
475	255	1907	7,56
476	255	1914	7,56
477	255	1921	7,56
478	255	1929	7,56
479	255	1936	7,57
480	255	1943	7,57
481	255	1950	7,57
482	256	1958	7,57
483	256	1965	7,57
484	256	1972	7,57
485	256	1980	7,57
486	256	1987	7,57
487	256	1994	7,57
488	257	2001	7,57
489	257	2009	7,57
490	257	2016	7,57
491	2023		
492	2031		
493	2038		
494	2045		
495	258	2052	7,58
496	2060		
497	2067		
498	2074		
499	2081		
500	258	2089	7,58
501	258	2096	7,58
502	259	2103	7,58
503	259	2111	7,58
504	259	2118	7,58
505	259	2125	7,58
506	259	2132	7,58
507	2140		
508	259	2147	7,59
509	260	2154	7,59
510	260	2162	7,59
511	260	2169	7,59
512	260	2176	7,59
513	260	2184	7,59
514	260	2191	7,59
515	260	2198	7,59
516	260	2205	7,59
517	261	2213	7,59
518	261	2220	7,59
519	261	2227	7,59
520	261	2235	7,59
521	261	2242	7,6
522	261	2249	7,6
523	261	2257	7,6
524	261	2264	7,6
525	262	2271	7,6
526	262	2278	7,6
527	262	2286	7,6
528	262	2293	7,6
529	262	2300	7,6
530	262	2308	7,6
531	262	2315	7,6
532	262	2322	7,6
533	263	2330	7,6
534	263	2337	7,61
535	263	2344	7,61
536	263	2351	7,61
537	263	2359	7,61
538	263	2366	7,61
539	263	2373	7,61
540	263	2381	7,61
541	264	2388	7,61
542	264	2395	7,61
543	264	2403	7,61
544	264	2410	7,61
545	264	2417	7,61
546	264	2425	7,61
547	264	2432	7,62
548	264	2439	7,62
549	264	2447	7,62
550	265	2454	7,62
551	265	2461	7,62
552	265	2468	7,62
553	265	2476	7,62
554	265	2483	7,62
555	265	2490	7,62
556	265	2498	7,62
557	265	2505	7,62
558	265	2512	7,62
559	266	2520	7,62
560	266	2527	7,63
561	266	2534	7,63
562	266	2542	7,63
563	266	2549	7,63
564	266	2556	7,63
565	266	2564	7,63
566	266	2571	7,63
567	266	2578	7,63
568	266	2586	7,63
569	267	2593	7,63
570	267	2600	7,63
571	267	2608	7,63
572	267	2615	7,64
573	267	2622	7,64
574	267	2630	7,64
575	267	2637	7,64
576	267	2644	7,64
577	267	2652	7,64
578	267	2659	7,64
579	268	2666	7,64
580	268	2674	7,64
581	268	2681	7,64
582	268	2688	7,64
583	268	2696	7,64
584	268	2703	7,64
585	268	2710	7,65
586	268	2718	7,65
587	268	2725	7,65
588	268	2732	7,65
589	269	2740	7,65
590	269	2747	7,65
591	269	2754	7,65
592	269	2762	7,65
593	269	2769	7,65
594	269	2777	7,65
595	269	2784	7,65
596	269	2791	7,65
597	269	2799	7,66
598	269	2806	7,66
599	269	2813	7,66
600	270	2821	7,66
601	270	2828	7,66
602	270	2835	7,66
603	270	2843	7,66
604	270	2850	7,66
605	270	2857	7,66
606	270	2865	7,66
607	270	2872	7,66
608	270	2879	7,66
609	270	2887	7,67
610	270	2894	7,67
611	271	2902	7,67
612	271	2909	7,67
613	271	2916	7,67
614	271	2924	7,67
615	271	2931	7,67
616	271	2938	7,67
617	271	2946	7,67
618	271	2953	7,67
619	271	2960	7,67
620	271	2968	7,67
621	271	2975	7,68
622	271	2983	7,68
623	272	2990	7,68
624	272	2997	7,68
625	272	3005	7,68
626	272	3012	7,68
627	272	3019	7,68
628	272	3027	7,68
629	272	3034	7,68
630	272	3042	7,68
631	272	3049	7,68
632	272	3056	7,68
633	272	3064	7,69
634	272	3071	7,69
635	273	3078	7,69
636	273	3086	7,69
637	273	3093	7,69
638	273	3101	7,69
639	273	3108	7,69
640	273	3115	7,69
641	273	3123	7,69
642	273	3130	7,69
643	273	3137	7,69
644	273	3145	7,7
645	273	3152	7,7
646	273	3160	7,7
647	274	3167	7,7
648	274	3174	7,7
649	274	3182	7,7
650	274	3189	7,7
651	274	3197	7,7
652	274	3204	7,7
653	274	3211	7,7
654	274	3219	7,7
655	274	3226	7,7
656	274	3233	7,71
657	274	3241	7,71
658	274	3248	7,71
659			
660			
661			
662			
663			
664	275	3293	7,71
665	275	3300	7,71
666	275	3307	7,71
667	275	3315	7,71
668			
669			
670			
671			
672	275	3352	7,72
673	276	3359	7,72
674	276	3367	7,72
675	276	3374	7,72
676	276	3382	7,72
677	276	3389	7,72
678	276	3396	7,72
679	276	3404	7,72
680	276	3411	7,73
681	276	3419	7,73
682	276	3426	7,73
683	276	3433	7,73
684	276	3441	7,73
685	276	3448	7,73
686	277	3456	7,73
687	277	3463	7,73
688	277	3470	7,73
689	277	3478	7,73
690	277	3485	7,73
691	277	3493	7,73
692	277	3500	7,74
693	277	3508	7,74
694	277	3515	7,74
695	277	3522	7,74
696	277	3530	7,74
697	277	3537	7,74
698	277	3545	7,74
699	278	3552	7,74
700	278	3560	7,74
701	278	3567	7,74
702	278	3574	7,74
703	278	3582	7,74
704	278	3589	7,75
705	278	3597	7,75
706	278	3604	7,75
707	278	3612	7,75
708	278	3619	7,75
709	278	3626	7,75
710	278	3634	7,75
711	278	3641	7,75
712	279	3649	7,75
713	279	3656	7,75
714	279	3664	7,75
715	279	3671	7,76
716	279	3678	7,76
717	279	3686	7,76
718	279	3693	7,76
719	279	3701	7,76
720	279	3708	7,76
721	279	3716	7,76
722	279	3723	7,76
723	279	3731	7,76
724	279	3738	7,76
725	280	3745	7,76
726	280	3753	7,76
727	280	3760	7,77
728	280	3768	7,77
729	280	3775	7,77
730	280	3783	7,77
731	280	3790	7,77
732	280	3798	7,77
733	280	3805	7,77
734	280	3812	7,77
735	280	3820	7,77
736	280	3827	7,77
737	280	3835	7,77
738	281	3842	7,77
739	281	3850	7,78
740	281	3857	7,78
741	281	3865	7,78
742	281	3872	7,78
743	281	3880	7,78
744	281	3887	7,78
745	281	3894	7,78
746	281	3902	7,78
747	281	3909	7,78
748	281	3917	7,78
749	281	3924	7,78
750	282	3932	7,78
751	282	3939	7,79
752	282	3947	7,79
753	282	3954	7,79
754	282	3962	7,79
755	282	3969	7,79
756	282	3977	7,79
757	282	3984	7,79
758	282	3991	7,79
759	282	3999	7,79
760	282	4006	7,79
761	282	4014	7,79
762	283	4021	7,79
763	283	4029	7,79
764	283	4036	7,8
765	283	4044	7,8
766	283	4051	7,8
767	283	4059	7,8
768	283	4066	7,8
769	283	4074	7,8
770	283	4081	7,8
771	283	4089	7,8
772	283	4096	7,8
773	284	4104	7,8
774	284	4111	7,8
775	284	4119	7,8
776	284	4126	7,81
777	284	4133	7,81
778	284	4141	7,81
779	284	4148	7,81
780	284	4156	7,81
781	284	4163	7,81
782	284	4171	7,81
783	284	4178	7,81
784	285	4186	7,81
785	285	4193	7,81
786	285	4201	7,81
787	285	4208	7,81
788	285	7,81	
789	285	4223	7,81
790	285	4231	7,82
791	285	4238	7,82
792	285	4246	7,82
793	285	4253	7,82
794	285	4261	7,82
795	286	4268	7,82
796	286	4276	7,82
797	286	4283	7,82
798	286	4291	7,82
799	286	4298	7,82
800	286	4306	7,82
801	286	4313	7,82
802	286	4321	7,82
803	286	4328	7,82
804	286	4336	7,82
805	287	4343	7,82
806	287	4351	7,82
807	287	4358	7,83
808	287	4366	7,83
809	287	4373	7,83
810	287	4381	7,83
811	287	4388	7,83
812	287	4396	7,83
813	287	4403	7,83
814	288	4411	7,83
815	288	4418	7,83
816	288	4426	7,83
817	288	4433	7,83
818	288	4441	7,83
819	288	4448	7,83
820	288	4456	7,83
821	288	4463	7,83
822	288	4471	7,83
823	288	4478	7,83
824	289	4486	7,83
825	289	4493	7,84
826	289	4501	7,84
827	289	4508	7,84
828	289	4516	7,84
829	289	4523	7,84
830	289	4531	7,84
831	289	4538	7,84
832	MOSI7,84		
833	MOST		
834	MOST		
835	MOST		
836	MOST		
837	MOST		
838	290	4591	
839	290	4598	7,84
840	290	4606	7,84
841	291	4613	7,84
842	291	4621	7,84
843	291	4628	7,84
844	291	4636	7,84
845	291	4643	7,84
846	291	4651	7,84
847	291	4658	7,84
848	291	4666	7,84
849	291	4673	7,84
850	292	4681	7,84
851	292	4688	7,84
852	292	4696	7,84
853	292	4703	7,84
854	292	4711	7,84
855	292	4718	7,84
856	292	4726	7,84
857	292	4733	7,84
858	293	4741	7,84
859	293	4748	7,84
860	293	4756	7,84
861	293	4763	7,84
862	4771	7,84	
863			
864			
865			
866			
867			
868	294	4816	7,84
869	294	4823	7,84
870	294	4831	7,84
871	294	4838	7,84
872	294	4846	7,84
873	4853		
874	294	4861	7,83
875	295	4868	7,83
876	876		
877	4883		
878	4891		
879	295	4898	7,83
880	295	4906	7,83
881	295	4913	7,83
882			
883	4928	7,83	
884	296	4936	7,83
885	296	4943	7,83
886	296	4951	7,83
887	4958		
888			
889			
890	296	4980	7,83
891	296	4988	7,83
892	297	4995	7,83
893			
894	10		
895	18		
896	297	5025	7,83
897	297	5033	7,83
898	297	5040	7,83
899	48		
900	298	5055	7,83
901	298	5063	7,83
902			
903			
904			
905			
906	298	5100	
907	298	5108	7,83
908	298	5115	7,83
909	299	5123	7,83
910			
911			
912			
913			
914			
915	299	5168	
916	299	5175	7,83
917	300	5183	7,83
918	300	5190	7,83
919	300	5198	7,83
920			
921			
922			
923			
924	300	5235	7,83
925	301	5242	7,83
926	301	5250	7,83
